Course #,Course Title,Course Path,Direct Link
1001050,M/J Language Arts 2 Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
1001060,M/J International Baccalaureate MYP Language & Literature 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
1001070,M/J Language Arts 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
1001080,M/J Language Arts 3 Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
1001090,M/J International Baccalaureate MYP Language & Literature 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
1002000,M/J Language Arts 1 Through ESOL,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: English for Speakers of Other Languages >,Click Here
1002010,M/J Language Arts 2 Through ESOL,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: English for Speakers of Other Languages >,Click Here
1002020,M/J Language Arts 3 Through ESOL,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: English for Speakers of Other Languages >,Click Here
1002180,M/J English Language Development (MC),Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: English for Speakers of Other Languages >,Click Here
1006000,M/J Journalism 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: Media >,Click Here
1006010,M/J Journalism 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: Media >,Click Here
1007000,M/J Speech and Debate 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: Oral Communications >,Click Here
1007010,M/J Speech and Debate 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: English/Language Arts > SubSubject: Oral Communications >,Click Here
2003385,Physics 1 for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Physical Sciences >,Click Here
2000323,AICE Biology 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Biological Sciences >,Click Here
2000850,International Baccalaureate Mid Years Prog Biology,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Biological Sciences >,Click Here
2003330,AICE Physical Science AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Physical Sciences >,Click Here
2003373,AICE Chemistry 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Chemistry >,Click Here
2003433,AICE Physics 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Physical Sciences >,Click Here
2003830,International Baccalaureate Mid Years Prog Chemistry,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Chemistry >,Click Here
2003840,International Baccalaureate Physics 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Physical Sciences >,Click Here
2003845,International Baccalaureate Physics 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Physical Sciences >,Click Here
2003870,International Baccalaureate Mid Years Prog Design Technology,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Physical Sciences >,Click Here
2001405,Pre-AICE Combined Science IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
2001415,AICE Food Studies 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
2001420,Pre-AICE Food and Nutrition IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
2001800,International Baccalaureate Astronomy 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Earth/Space Sciences >,Click Here
2001810,International Baccalaureate Astronomy 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Earth/Space Sciences >,Click Here
2001820,International Baccalaureate Sports Exercise Science 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
2001830,International Baccalaureate Sports Exercise Science 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
2001840,International Baccalaureate Science Technology and Society 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
2001850,International Baccalaureate Science Technology and Society 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
2003335,Pre-AICE Physical Science IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Physical Sciences >,Click Here
2003425,Advanced Placement Physics C: Electricity and Magnetism,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Physical Sciences >,Click Here
2003862,International Baccalaureate Design Technology 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Physical Sciences >,Click Here
2003864,International Baccalaureate Design Technology 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Physical Sciences >,Click Here
2003900,Pre-AICE Twenty-First Century Science IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Physical Sciences >,Click Here
900350,International Baccalaureate Mid Yrs Program Humanities,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Humanities > SubSubject: General >,Click Here
900505,AICE Classical Studies 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Humanities > SubSubject: General >,Click Here
900520,AICE Divinity 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Humanities > SubSubject: General >,Click Here
900530,AICE Divinity 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Humanities > SubSubject: General >,Click Here
900810,International Baccalaureate Theory of Knowledge 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Humanities > SubSubject: General >,Click Here
300338,Dance Celebration for Students of Mixed Mobilities,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
300655,International Baccalaureate Dance 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
400025,M/J Theatre 3 and Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
1700800,International Baccalaureate Approaches to Learning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Research and Critical Thinking > SubSubject: General >,Click Here
100060,M/J Introduction to Art History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Art Appreciation/History >,Click Here
101025,M/J Two-Dimensional Studio Art 2 & Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Art Comprehensive >,Click Here
1302540,Chamber Orchestra,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Music Education > SubSubject: Instrumental Music >,Click Here
101055,M/J Three-Dimensional Studio Art 2 & Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Art Comprehensive >,Click Here
103020,M/J Digital Art and Design 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Art - Visual Arts > SubSubject: Digital Arts >,Click Here
1300340,Music of the World,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Music Education > SubSubject: General Music >,Click Here
1300396,AICE Music 2 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Music Education > SubSubject: General Music >,Click Here
1300397,AICE Music 3 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Music Education > SubSubject: General Music >,Click Here
1302355,Marching Band,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Music Education > SubSubject: Instrumental Music >,Click Here
1304330,Music Technology and Sound Engineering 4 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Music Education > SubSubject: Music Technology >,Click Here
1300840,International Baccalaureate MYP Music 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Music Education > SubSubject: General Music >,Click Here
1300850,International Baccalaureate Mid Years Program Music 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Music Education > SubSubject: General Music >,Click Here
400407,Technical Theatre: Design and Production for Scenery and Props,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
400408,Technical Theatre: Design and Production for Lighting and Sound,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
